business_id,review_count,stars,state
ci4y1hlswh2ZWBNzySJKxQ,3,1.5,ON
6nJcSJnIjHWQ1GYH5r-_Hg,40,2.5,AZ
_MOZSg1ajEvkubHXM3aDFg,43,4.0,ON
vtSjoIuz2CeRTf_aMEPkFg,9,3.0,NC
ap5VGUkChf8BFAqtBYAPEw,12,2.5,NC
p50v2vZMfRblLeFbdVcASA,17,2.5,AZ
fLpzBjIoQrCYaA7svKiJ9Q,57,4.0,OH
9xjAQ9VlK6e46xy_iLzXqg,148,4.5,PA
hn0Tk2jY5lsCAa9IGLNYQQ,11,3.5,WI
R04xgckeoM4d2AR9X4bL5Q,39,3.5,NC
sMJAUZNU6u4iNvpmaLgx_g,114,3.5,PA
25qudn87oiNYg8jnoi4d1A,18,3.0,AZ
pOEL97ld-FJMKO8Ki8JmYg,307,3.0,ON
PVgROa96PHUbMZU9Cc-zAA,44,4.0,QC
Nm7puiFh38hZbPGSdXbGgw,5,4.0,QC
soIfkcfwujR-Na1lprr-XA,77,3.5,WI
HcsYw0KVV2mPxTJeGyVk4A,4,4.0,ON
CdqDmKlSVrTBigSZnpQYug,13,2.5,AZ
_y4Weidh-lApX2HNBKXuQw,14,4.5,ON
_tU0GA1j5Oy_zJHf_tLfLQ,4,2.0,OH
HKsDnEbwZ6DYKqEWtVdWJQ,154,4.0,AZ
bUGtQAzsJ8Z-Y8vBtY6aPQ,62,3.0,AZ
IHCaTeKF5-qul1V8IZ834g,68,3.5,ON
Pt24B_tPolf9AhWoWD--qw,11,3.0,QC
V-_Kh0RtKcKdQ0ON4eVQ-Q,26,3.5,IL
y0YEDkHfEE7_mKsoAqgTXQ,13,3.5,AB
9E3-IYSCRHlV4E99zswmVg,22,4.5,AZ
GSlY852DqQuYWCSZNORTnw,71,3.5,NC
ALwfJk1g56dz8ehgYJNrdg,111,4.0,AZ
LRHlcXcNERVsekrngMLphA,10,3.0,PA
dUkyIdP5j4vPE0uFnDfaWg,15,2.0,AZ
JW7-UF3cdQIo-HAiK29HUQ,17,4.0,PA
Vs6kbMEE557woabfeJ9-qw,11,3.5,AB
VoXUt6TIJWyIf_lihbN5xQ,229,4.0,AZ
EvFNCJNMgEILj0LXcEuv0w,23,4.0,NC
GarQqqVFnqe5DjKK0JL9sQ,49,3.0,AZ
Hg7A3RVz_J7PHGmEqPOsxA,30,2.5,PA
ZPm6lZlNO9iG1_v0GF_Gqw,5,3.0,OH
zsfyX2vDxM1PL2BaUlZHGg,13,2.5,QC
bq0rAR_-WDPHe7QE7P51WA,8,2.0,OH
YaX-5EbBsdHWbNfdRCtAUg,4,1.0,OH
V-jICfSJcUC794xewtRI5A,19,3.5,AZ
-wXyBph4d0IQlQrS8H1rDw,116,4.0,PA
fRNRfDhb3VyG_fcQ9QaNhw,27,3.5,PA
evJGY4DnDAWP6pJownLY9w,25,2.5,AZ
MB2qGlxN-t7OE6qSHAvp0A,7,3.5,OH
pZbf-H0BeOrsnJu5wjlM0g,7,3.5,NC
P8uECqGqXWTwEndkh-6bQw,622,4.0,NV
j6BfGByroCB585NPUnIHBg,10,4.5,PA
guGPP-3ZsXdLNjtZDnR7tw,83,4.5,PA
Xz0HTTnKuf1BW26CmKA8CQ,16,4.0,PA
5keoVVM81g-nJw0Zdpl1nA,784,4.5,NV
OwL4BM7GchsxBXxWrkmmqw,26,3.0,NV
FyTX0kl3D2VJ1jp1HRXALg,108,4.0,AB
2Mp53KxlGeZJkodTuqpVow,385,4.5,NV
72h6Xp6X2SN7Gojewk0QUg,12,2.0,NC
YMc2n7R4_6N0PIHIfUJqPg,18,3.0,NV
nyM76RUyFzekHHmYEU-KBQ,174,4.0,ON
Xs7kBw4f5CW9JmYN4Zb_zQ,3,3.5,AZ
_-QrdVYJbebaC2qschZ6iQ,36,2.0,NV
mGkVxLpndvodT92iRvbLyQ,26,3.5,NV
fzGs7qL4TaQuhogiZNcpCw,43,3.0,OH
qpm0gm7SdsY2LnvXzQb_uw,13,4.0,PA
pO1lsp8c9aBVlKmn1L9mOg,6,4.5,QC
ib_nNKO3LwF5-YebFpeMlQ,5,4.0,QC
ckbDWYPT8TP7etP0WHU2Yg,209,4.5,PA
t86BtX-naB-OWXoKLCwPHw,41,3.5,NC
i346KkU_VBIiGp7ifMTTlw,4,3.0,ON
z2sVYcW5b04NEjWCSutI3g,130,3.0,AZ
29CtKRT94k9ZGebLW2sgdA,6,2.5,QC
9wNrqTeoEepFSbFu4QLuUQ,117,3.5,NV
CSt1mDL1q9-i1cicwFZ57g,13,3.0,AZ
IqptawZEwei9CqtV1cRsgg,6,2.5,OH
pXMHR0NyM_oaUIBoAsdLBA,18,3.5,OH
T45qonnG40PTVex3Ua2Q9w,136,3.5,PA
c-6ECG_qjX09UBOI1VrZyg,43,4.0,ON
grf5Gmn_GAh8ImHTi3HLPg,54,2.5,NV
COszO5BlwqjRbZ_IUqExZg,8,2.5,OH
uynbRIP4g85lp87xBJUaTg,36,3.0,ON
6r7tE2fePY8m7LR7EFJ_sw,58,2.5,AB
ixYO4FV-S7h5uRwGqGDjYg,3,3.5,ON
O5jWRmilHqaW54ChJh1oFg,57,2.5,AZ
471fUA9qM7oQtVmGdf_Y9g,11,2.5,AZ
1bYtt80iwckHNPJyIl4qQg,101,3.5,WI
QgSItR6wruHOECoebwpEhQ,33,3.0,OH
gchI4BdZ76teMX9BsI2H-w,11,3.0,OH
AY_fNztmf0dYpWDzQez2DA,4,3.0,OH
CARscs_P59CRSmy9ADoumQ,3,1.5,ON
QGXJym9oxglaJTD9dicmaA,13,4.0,AZ
yMNzQfUFJqSNJsA0jNDM6Q,23,4.0,AB
9DHE9JieR80pYkpyr19iZQ,107,4.0,ON
abA0s0uxoeOn7zNm-1dDxw,94,3.5,IL
pIzuXtFdkj8fHuzJfYiwqw,4,3.5,AB
nWx5GEaJ1dpc-psAbG_v5Q,202,4.0,NV
RucrUwlX6hvGlUOrakViYw,8,5.0,IL
PcpfOJhUC_dFFVG1o7waDw,10,2.5,OH
6FAi8I02ebfThz00QpTbkQ,18,4.5,QC
avetnjFJc5Z3o_n7czQZhQ,4,3.0,QC
c6v-5BHqJs4BU6sATgeAag,12,4.0,OH
CEuIS35iAlIDsx4uVRohXA,119,3.0,AZ
MmUwlfRrxVLON3NWOobC_w,71,4.0,NC
Sn_8iHhrU5lOX6kHkQYQdg,19,4.0,NC
lKIDHvxHpyhruR_J9P42wg,52,3.0,AZ
DdlJsYusOm6iudcm77CPxA,72,3.0,AZ
iV5UquZpsoKxF6xvpdyHmw,4,3.5,ON
gcGTtOBn83M_stKRGzfQeA,17,5.0,NC
LUd3UdlUvCr54H-7ttm0TQ,44,4.5,QC
t7qvPH0G30w6xX5Q4lf8Jw,88,3.5,AZ
cPbkt2C7CVgJHHhWCh1m2g,46,2.5,ON
FrmEvjWoZP2Ad2NUyGVgHA,92,4.0,NC
LUYqt2n-XJ3cOfmQewDamg,3,4.5,ON
7YV-tNbr2-5rbf0atsntsg,47,2.5,AB
qYDp5JsCh5ebULZaFCqKiA,3,2.5,NV
uEEPrpWOGjACxHMeeyvlVg,9,3.5,ON
emdpiN_7eQxlERFenw5HWg,9,4.0,ON
ihWw0eSKMQfO5cXLFS5itQ,8,5.0,PA
gXzQb8auHnhNxJ9EF2F-tA,27,2.0,PA
luKpefdgZDtHnmmOJ_ravQ,6,4.5,NV
y-Iw6dZflNix4BdwIyTNGA,240,4.0,ON
JqcYO5T8OZ8ukDPMwAzu7A,45,4.5,OH
FvJtjO5nuIy5erGbkJpJXw,56,4.0,PA
XYnxUtW4CwkQwc4Gjp2kyQ,4,3.0,QC
JGt8I1xjA-2amBuXwXJPIw,4,4.0,NV
WvTW4ESoHx43KvUoDj7E_w,3,4.0,ON
cy3Or8iSsDOmHBBu2MwnOg,120,4.0,NC
U57wwW8EcfVPpEiEhJyUJg,40,3.5,QC
fCkvpPqOziXHHu-f8tbeZw,19,3.0,PA
cs1qJvnWUg_f8g020z_3PQ,679,4.0,AZ
w3PfX6FXRzeFOiqdI3ii6g,14,4.5,AB
vpfZ8w-o50TVgMP8aB5OVQ,6,2.0,QC
ZedwJdX1jQ7Hw1CzU3VDLw,52,3.5,OH
8n9TotCbV1qf1-veh9CySA,4,3.0,QC
Xja69DDoUqbPwFOSB3_Ckw,5,5.0,ON
0VOh4VIq13oFburRU9gddw,131,4.0,AZ
Lp9p3CanKJdqRekIwRNJ7Q,30,4.0,AZ
rlDuAQgXTnVcdFXeEiE53A,80,3.5,OH
TjAdRp37EscR8y-4M2m4bg,5,2.5,WI
QtxTLatcq133Pfnl90ZB9Q,150,4.5,AZ
atBul_9I4TtdozKU0mRBjg,69,4.0,ON
kunGLrZb9KnFuMeUagWwjQ,11,4.5,QC
wunX2LbumwQqV5kTcGaikQ,3,2.5,AZ
bxsc4cJFKHCBO64k20kCOA,15,1.5,NC
xw2mHGjTOs-VheN8707czQ,28,3.5,PA
NlCQzBpHhhF7YsUvtX1yRw,3,2.5,AB
n_UkzLCAMCIqhUnu-iLQyw,38,3.0,OH
0Z8W74NY0wg83z9uty6GZA,3,3.5,AB
E5R5l-wzFWeyiyUILKTnwg,13,4.0,AB
y4N-fSlQDx2wRU51l0z7ZQ,3,3.5,NV
4ficqwBgX5rBsMZYby8ZuA,4,2.0,NC
ANSvcfBF84sXHLEEoaBypg,97,4.0,AZ
YmnMkuXD5cyEWtxMRruaug,3,3.0,ON
JOifu0s-egcBhIO1tElK1A,5,4.5,AZ
8Pz9IB_l3kMxTWvKFJ2ozg,4,4.0,ON
eP6TfUGToS_jehhYfUgfaw,21,4.0,ON
EJ5EHqavQsTBMWd_uBLXoA,5,3.0,AB
qtc1YZix_5lHBJTZq7DOpA,405,3.5,NV
Qh28hjL2t6BMcge0B2mstA,10,3.0,ON
RSPEJeFTKs1BsiVgjHp1WQ,353,4.0,NV
5hQWbYVD3Q3r0for-68Jfg,5,3.5,OH
kBjqo0LWDf3UTvwHKhxWyA,6,4.5,QC
5m7dxSzkOylxzX0disComA,16,4.0,OH
YeOYUqo0MECHU0mlCmS-VQ,3,2.5,ON
MxDkRNhmcnauwYsrAVxfNA,5,3.0,AB
3NuQdQQdLV9de4GODl_cUA,38,4.0,OH
C2skZUb7BLpv3e78Mcf5cA,51,1.5,NV
QZV9hW3WP9o9SmmV29JVQw,45,3.0,AZ
Sh-XzCG2pZ59g85kjROciw,98,4.0,AZ
_kH0FjXR4ZcNG9ZsJ2TT3g,7,1.5,ON
mlc5N9qL6UYbtcwzVqgmzw,51,3.0,AZ
mA6t4HMKK5Hrqua9CIAqEg,9,3.5,OH
_VbFQBRa1qus4u9uaTCAHA,21,3.0,AZ
4eVPP9Qrq2lUYv0dOipIXQ,37,4.5,QC
b7XyTWOSchKkjhZQk13sDw,3,4.5,ON
2-0Z3UeQZ_Mx98m8Dv3oeQ,86,3.0,ON
RWegZl_vMYIkLCHoTIjDqg,15,2.0,OH
6SRHHzkCuEIqyreM4lZ8_A,4,4.0,AZ
7uJ9hTBllj6pB3CBlFV97g,15,3.0,AB
lJc5WljtIAI6hBqzKbn_HQ,12,3.5,PA
e84VTxywvrRpNLvzKLFjJg,18,3.0,AB
WuUvgtGQW2TNk5lCstq6xQ,82,2.5,AZ
GmgAToSKHnnB3BUtp9eQzw,204,4.0,AZ
oS-xaHI0FLjfEzHuuL4GKw,9,3.0,WI
eqLnu2upLynB4UGohc6KEQ,116,4.0,NC
Px3xYvClWb-wSjyERBFWNw,16,3.0,ON
QFTIBvLlcOPqBe5byK4ZIg,33,4.5,OH
BtZ-WepwE_3S0353SViJDA,3,4.5,NV
LTXEYyUfTWG_eVNjXRh5WQ,25,3.5,NC
V_P9yqnmr9Ol42VWfFjW4g,13,2.5,ON
5Lg32W4NdRO0fBx0sAz8zQ,3,4.5,OH
Bww6zo7r7rf_N6YRB3hZRQ,18,4.0,ON
EdV_8IgX3guTEuBSFw_5ZA,30,3.0,ON
8jm_9vT-tGT-rFe-XckCqA,96,4.0,AZ
sA2M8z2W-gsfvjLCdfB8MA,4,4.0,AB
SfHE6qK6dT7wxX-Ow82tRg,205,4.0,QC
6ObhHav156dwof2qHvUj3g,4,2.0,PA
TiVKDhWC8VfJng2NWeFXrw,8,5.0,QC
ZysmUvp5RtfkNTGcht1CTw,3,2.5,AZ
LZSyWy4IHgXg6QhW2jrBlw,130,3.0,NV
41LxL4cESUpvenFmcdwm0w,18,4.0,PA
7GGnf6a8PkHg8niFWeLn5g,52,4.0,NC
UIU7tug_Y-qVv_aLt7NN4g,310,4.5,AZ
jF3zUwEWluI2ZPzkke9mXA,4,2.0,WI
NAMGicuH3h-wpFjSDBYNNw,45,4.0,NC
5PaCXc5dW2im69n-ByZ1FQ,5,4.0,ON
ifEHr-ZnGFSKgJVsywiAFg,81,3.5,NV
p8qk36_xEXhICe91tfUpPA,55,3.0,AZ
J5puhDnVL9WetWnWWDMhQw,50,4.0,ON
dVQ01eBYDGVuZ1auMtljYA,3,3.5,ON
bo4loBeLwkQqZ7HGrgxXRQ,138,4.0,ON
aWndhjjBzYgk5OOYflbK4A,26,4.0,ON
E_ukQ6wz1pMwrQpu-HM2mQ,8,2.0,NV
BRSm3aYdTbvc3TakfinHCg,7,4.5,AZ
L6SinMFhisUMuLcQLWB-_A,13,2.5,AB
G3rk0dDROzpDdTugsnSDTw,56,3.0,ON
zJ-V2GZ9q7UkwYFl3G116w,48,3.5,PA
jYXTRxOkZc4cl9Dy8LnsMw,9,3.5,OH
pC4iDpFVTZWwhNEofv1W8Q,27,3.0,NC
FpkUmjM8fsrZyPH-okn2qQ,15,4.0,ON
96IRzRcQcQufcp8qC7927g,4,4.0,OH
k775kVhtbiiXyOtUwYruUA,9,3.5,AZ
x8jNsE4EAYCsecNNlYU02Q,36,4.0,NV
OpNrObgtHgYijZYOU0yF-Q,74,3.0,PA
PKtDZGVTR7-FuzgPbs7Dww,47,3.5,AB
AKQbrvRBZvU5kB9Ut4gVkg,257,4.0,PA
BtLDbNfpwdwHSmyBJF2-RQ,84,4.0,ON
VBgjNbUBAGT3PBJt_Xo3nw,13,2.0,AZ
bnRo8eb_qhQ4fDIZEFADCw,21,4.5,QC
_KCvY2g9mMgcBSrVjCS0FA,60,4.0,NV
Ie00N1yErrmaOa44x5K8kA,46,3.5,WI
527O5H26A0lFtCHO6zEh8w,27,3.0,ON
HxfnMzcHXqAcrjA7VGCruQ,4,4.5,QC
IVtcJDdYZpWNPWfYz_i5OA,11,3.5,NC
yVmJdzstj6fQf7DyObvB7A,28,2.0,NV
1RDGHb1h6--0XgUtXaWaEA,5,3.0,ON
X-ITPkx_mvK1Tu6Eq_hfZQ,11,4.0,PA
kR4NBNFf5SLpeAtZ-uPoPg,338,5.0,AZ
gME-MP_1a9J57z3u9X8PAQ,4,2.5,QC
c33m1IMz1N7S1-sqTbsqRA,32,4.0,AZ
L2djnd9r9-WDPG7JKmdLfA,7,2.5,NC
WrKAFRFcx6GiLYR4Pshtgg,53,3.0,ON
GczbCpCWLzojovr51l-yug,7,2.0,AB
e6hRdLZ474FxXopnd9tArw,49,4.5,AB
J1fs9uQKGWcIvBkim6aUxw,9,3.5,NC
ZS9Q0gLz8GvuQCkPzJuzxg,4,3.0,ON
oXFRaSgcT9GwCWfC9lf8dg,71,4.0,PA
euxQLuOeFIfsZWj6PmHp7g,29,1.5,WI
cZxjPy4OrqJKscmCypDFoQ,71,3.5,AZ
iB9By3dVS6BydSUiDHxLyw,346,3.0,AZ
bKh66jlEqEKZZFkjWipt8w,117,3.5,ON
-WE0z2uUAajXvd-fRmHS5w,6,2.0,ON
-pTPNlupsIvfgZ3lZXIyBw,6,1.5,NC
6o6XxnI8RWhnAVSdxqCJWQ,55,3.5,IL
hpv2WZA4_G1qC65QQ26ZjA,86,3.0,NV
BmZu5ackYYCrgQIaJ3-r9A,21,3.0,NY
g9ajRV7MtQNUrxuRlPvuZw,29,4.5,OH
I4KLIuqnYu_zPV6RCfEtQg,40,5.0,QC
QZwVC3LsKDK-37iF6-X7hg,25,3.0,NC
U7xPpLet56Zhi5GDZNlmoA,99,3.5,NV
ERZua_xpyvHBnChITstpFg,84,3.5,NV
7k6uHs6oPyh5AuaqrhC5yw,7,3.5,NV
CzQNJJwJ9OqStkLSFVPaUw,18,3.5,ON
02Ycww2etUAxorZb5gIM8Q,78,4.5,ON
EEUUONGguo8POLMxmHZ4UA,14,4.0,QC
1v4kXcATiOFPLZMVkMU0Ow,27,4.0,ON
CZzKjdf7RY6Le66a1GuIhw,6,4.5,QC
QJofLF0IUhKy7WM-MgQwMQ,255,4.5,NV
5qK5rJxwo0cjP3vTf3lkSA,36,1.5,NV
aIvvMGWW-Yy3zPZlnXL6Uw,61,3.5,AZ
lAarf-sDnHyADXXr1ZISEg,6,4.0,OH
fOqRkFQNazfaAkH2eD_G6Q,35,4.0,ON
Wy-zxEXkqqJ14rxt0PBdrA,10,3.5,QC
wjFqUQRMaXKese_kiEt_Mg,6,1.5,QC
YpM7bGjHYxZQ44fdfyrcOA,21,3.0,NV
PFQU2koM2WymKJh8O6UcoA,94,3.5,PA
fmv6aWk3IJE-gyEr6ZfpTg,8,3.0,PA
nybEvSB5y3deFPOP7rE46A,158,4.0,OH
epoEBSCz3Mh4X-vVvcioNA,24,3.0,AZ
tWNdXuz8wBbyEFllemjrzw,3,2.5,QC
Vv7aXgWg2TEXfrfE_-FFrA,23,4.0,OH
q2owLBQxZEZg7LuPkWnZzQ,3,1.0,ON
dhRF2j_QeZIE0qPnvXc1Ew,35,4.5,OH
SX5NA-yKCGR234vV1eaxZA,50,2.5,AZ
kp-FRmyPxjsAoEK1-21rSQ,184,4.0,NC
z15C-dJodOlPO8bMBl6F8g,317,4.0,PA
NPvkRgy3A0Elgx8IaMWIPQ,33,4.5,ON
D2RoOb4UkH2azf8DgvNfUA,11,2.5,CO
54bBMIoZS2ZBFhvlZalPFQ,75,3.5,OH
4DQ4lTgPz1oaaPLxRtkFQQ,4,4.0,PA
MtuTHUe0lXpPRCMogGXMgQ,4,4.5,OH
vzoAKt7ND2YPLYfnVRi_Cg,70,4.0,AZ
amMyPg5Pm7OvplWqvwhvVg,20,2.0,NC
ro4h-3oXNxk4KLa6__jV5Q,4,5.0,NV
UkrULFvq5y-bJoqBu5eI6w,4,3.5,OH
r7IvPMyza853adkAvi1RNQ,55,3.0,NV
isnsGTwpnHxlqbBPBXZ23w,14,4.0,AZ
KqZRO_ZdCQ40fGrMsUow7Q,15,3.0,PA
fM2-R61IRhR-MkQ2zB1BrA,102,4.0,NC
zWdO_P10pQlBKL95gYC_iw,54,3.5,PA
W2Vis19kUa7kP6GkSvJ9zQ,49,3.5,OH
haOul3OT2DSGwZ04OTVyqg,6,3.5,AZ
W4szEjTd3IQ8kipsh283zQ,15,3.5,ON
bT0VajAEHAE8s-EMk_w2YA,3,2.0,OH
x8-MzrVwJCwzqoACL21AJw,18,3.0,PA
Kec-ntNHn78skkGBEjP3Yg,5,4.5,AB
t7Zsr25NK1NlXbS_2CYc1Q,12,3.0,NV
R0D8l75n5-yKQNcy1kDaxw,28,4.5,AB
TsguKRepJOvT-w8aI1XLTA,55,3.5,AZ
u6HOa5L1jr6K-73PekaM1Q,28,4.0,ON
4aKSBiaC43EwDr7gPg1CKA,32,3.5,QC
1NyHpXJqSLHnvDCOW0nJDg,50,3.0,ON
3p3Rv_iGr_hzFlqsK-rebg,12,5.0,QC
0y51pd3UjmtRR8jGODL-Pg,44,4.0,NV
VsnsZkqEG_gg6Gsg7NdDhA,50,2.0,NV
5x0yRV0ds9IN1ZIlo3XJ6g,41,1.0,OH
j8pUAS0qdEcPsjkqEDNbhw,474,4.5,NV
7eQoxWr9RzyCB9IFvqHUPA,571,4.0,AZ
uX0qfWBvCbXHFIAsMYjmXg,23,2.0,NV
SY7Jl-8yfYKD0USosR8MGw,8,2.5,ON
565uVvO-hFqbajFNkt0hnw,32,3.5,OH
BIWDzxxfly7DNYBER4kqpQ,4,5.0,NC
O5vXNIody0SMddowzrAMXQ,42,1.0,NC
rAxKaT0cCtOuUaSt0x8pQg,107,4.0,AZ
yFUvKpW66cNsYXD6inDsog,323,4.5,AZ
zGOxZRHAx8I1yXHZXTeWIA,12,4.0,ON
PkDghu4aan2_wxrhXjTEgg,17,3.5,AB
Q4LgYiMBZze8fw6t3kb91Q,35,3.5,NC
pwtTn72x7Nqp1imaXw9LvQ,83,3.5,ON
VI_8Wsx9ox4KeIrERgQyrA,3,4.5,PA
ZrucPqD_AGAZM53BwtsdTw,73,3.0,AZ
nz8uRlnveku1C3t-Lripkw,163,4.0,NV
JrWDbaSUYVBuTeELOWmRCQ,5,2.0,AZ
t84qyV9obtgLLjfNyLSdug,4,3.5,QC
n9PgccTPsLxgYL6ZCkxDMQ,11,3.0,PA
rhyYT6qtMVxXcj9QKLiYpg,57,4.0,NV
XIvOboURyF-hE3truQjdqQ,9,2.5,PA
LNU1cSpPjFgtnfNiW-ehvw,10,1.5,QC
NjY4TcK-CPrbOVlHdfP2Ig,7,4.5,OH
YgTDjlEFRtLVVzg9G1bQbQ,7,4.0,AZ
K4XrFK0XABd_A3TE38I9Gw,15,4.0,AB
OhTGNPRRHkRuAmPUwaTTOQ,3,1.5,ON
K2lscpx0S9wpqNz0s9AIwQ,53,3.0,IL
LXheNwqZPoXuXNNeP1sNew,185,3.5,AZ
rFy00X6uEbqAVU3Bfmtfkw,15,4.0,NC
VYOtofDcgJIV5-vPUd4sZA,62,2.5,NV
3-6biVwm7VwPZ-k67jml-Q,469,4.0,AZ
an97jMgR4kOHXOPMcboWRw,7,4.0,NV
iMHTFHgDC_sGa_ee21w0dg,9,3.5,OH
y4jOgvovJ8JX3yRSzu7yUg,18,2.0,AZ
4GEDMStjXvSg-s4wacGRrw,65,4.5,NC
NDvjU8SifeW1xVdw2aBJ4w,3,4.5,QC
vgyJUNMpGE7pLrTWlL4DxQ,4,2.0,OH
SkxDv7IpQWu8xvIPK92PuA,5,4.0,OH
uEqkWCzfywBb8hCHhTquIA,54,3.0,PA
HVfxVd456fF71ph0pvbd-Q,16,3.5,AB
rLMsz9ams_xrlX_weejhtQ,45,3.5,NV
Zgh-D3UsxfAjYmmfVuE9Iw,23,4.5,NC
EIb85lCA6HMzxdsacYtjGA,9,3.5,AZ
otDy7BRnv3Zvzl2s9ak0rg,3,4.5,QC
KWZCNN7VTFE4BVbIIW14Nw,29,1.5,NC
SjmtOnyHgdKFDUkAuyPcMw,10,3.5,ON
f4zzN6a1-E_9NsUXhwcfNg,13,3.5,OH
iziI_goVr962lPfxsAmAcg,15,3.5,OH
zKCgTuzIk8YKWetik8GANg,49,4.0,QC
op0GPkK8YtpTQxSq80lEpw,21,3.5,ON
67hgX03yotM6MUiKI99rhQ,6,3.5,ON
J4F3-Ge15fKTasgJVuMLNw,5,2.5,OH
mw2AYb6KOJhfpANu130IzQ,9,2.0,QC
04NemZnAY0oyAHCg68x_ww,51,1.5,NC
by7BOr074_BKz7hkRIi9WQ,21,3.5,PA
2RUfgq0oH5QOYENT6xzO4A,29,4.0,PA
I1Y_Nal9YsnSPvvXb47Ofw,12,3.0,ON
9dEPbM5ybILp41Ucs9TQSA,6,4.0,ON
E8snBve9I3m3aLqSQfOA2Q,4,3.0,AB
syP9qsN2-TiMbxh2zv1_NQ,32,3.5,IL
oTm5qUyP6dRWnpW9IsAgFQ,20,4.0,ON
zLXctgegkwGD5V7tY8WpFg,3,4.5,NV
zaQWCvCcNj8HI4YcfLzmgw,156,3.5,PA
PmG45euNFEQkXG5yaVYKWA,6,4.5,NC
2hJNAFFy2qOqmIIKFjcw9w,10,4.0,OH
j1BlN-b1xENkNGkd92Fqxw,24,2.0,AZ
cdpiHHignnk8hVcPEiYzMw,30,4.0,OH
JbzRwZbm0xPGt4yJm7FRUg,4,3.5,ON
Jhz-8IqPf_2YUWsbGFyDNA,414,4.0,AZ
aLOxANYDp66y-kLAJ0Gdxg,25,3.5,ON
yStT0Yen34nU5T0XZpmfnA,52,3.5,OH
XVDR44P_74FmA0ANanm4CQ,115,3.5,NC
bpXjVgy_XkTnySLMlvSg5w,6,3.5,ON
ODURDhURWmZr6b--O4nt3w,101,3.5,IL
tkDBNAV71Sp7LlWKEhtZUA,31,3.0,ON
biFv9mXsP0V4omBUy1Z-MA,52,2.5,NV
9ATwHmuP7uY4RMV9ZWwuYA,3,3.0,AB
yiN4aDHeW0kBvZQE1bYTLQ,3,3.0,PA
BUz4cv0BqwLA4Vrptp1OxQ,4,2.5,OH
YytLvYOzKh649e4s_RdQbw,4,3.5,ON
VGKq16vCdPPHMoryy6XTHg,192,4.0,WI
4zvk0UgW96k8FfhpJMKFPw,10,3.5,OH
GXDRFAunLh0aRao6ERnM4A,118,3.0,NV
LHrfnMF1_jECj5N7YVUB_Q,99,4.0,AZ
3ItnRCpQFlOU0_oJKoS0Jw,29,3.0,ON
vEfK4X4WjZzQmxufdSr1BQ,6,3.5,QC
t4QsZYXgOGR7nMQuTKO_pg,8,3.0,ON
0YF6uMohfi6rVRPRfrjWLg,9,4.0,OH
VkGX_J7Aoo-0nPCIG5qaKQ,7,3.0,NC
lo-GEcfXVGrDSDLtR5gI5w,31,4.5,PA
VfFHPsPtTW4Mgx0eHDyJiQ,499,4.0,NV
nj9vV6tcMwoOBfIzSy9L9A,5,4.0,OH
uR31VDHTAY37HtCDYr1q9g,3,2.5,ON
YhBigRwAFdRPIQxWDjZOrQ,131,4.0,PA
Sm1aTKiMrBRUmpbdVg5wAg,12,4.5,NY
HqcEJDcJzyODT1XK3Y0K_A,96,4.0,NV
WBay6AZsHMExtMQsRc9-bQ,229,3.5,OH
eEfDS8JjpUOoslhJDIbltA,145,3.0,AZ
L0kZ5dJpAGMUhWX8Awnhlw,3,2.0,ON
UcjkMUsguCsYihmzjYdlUg,4,3.0,QC
w12x7UBSSRsdbp3ZqguG3Q,810,4.0,NV
exz9aZqMqjpqzUOFBAl9Gg,22,3.0,QC
E5twyByVAFFtbNnewMYFwQ,12,2.5,ON
PE6zjI3g0iscqUixA0VZpA,7,3.5,AB
3eeAyVgdYTO2w5owlbTnVQ,9,3.5,NV
eEXR-P0c1x_Op1gV2YVYuw,4,3.0,ON
gd3f9uJN7kmGOD-lRpPBEA,5,2.5,OH
zd0vGinVKJWnKzP5dJAWYg,18,2.5,OH
0WAL6O1YvcJbeDRYeRm34w,169,4.0,AZ
hNCKIrMJSacjMiWVwRb_YQ,55,3.5,PA
qDbVUkKMLtRqSDcKgLTx1A,99,3.0,AZ
2jjUjnJyIJ5XLoAndQVQ0Q,57,3.5,SC
e8kK01COAK614-RuKlXHug,179,4.0,PA
dHgzFLkOZ2tmlMPVU4wqEw,13,3.0,OH
lY8W0bUqMHeL0cPeNoIPmg,46,4.0,AB
7ZYwDS2DD1jPlY3ekk7DZQ,28,3.5,NC
PcEh92PK4vmbcDpPcGrsWw,54,3.0,AZ
4z4vQVymdvX696SI0w2k3A,5,5.0,ON
GxfgOFgUhv2rfr3FXVWfCg,297,4.5,NV
1Uco6roZusuNYST18eqPhQ,10,3.5,AB
870wJgRZMQLt9jNN8-RgQg,16,2.5,AZ
n8WkjQ3hrn81BKarT1WEmQ,25,3.5,NC
SScFUJimsNJebOA8zYZjXg,17,2.5,AZ
Ffd7S8tVzeY_MgsrZtW7kw,28,3.0,WI
FiP7mCGs-qelOSmapmbt1A,95,4.0,PA
dRib7YK9Mtqgvfqsf-PKrw,74,3.5,NC
hYUR8pzbBd61T99VuyJzNQ,19,4.0,AB
jl3X1Mq5capOLWGQ6NFJVQ,8,3.5,NV
766an49Zcv1u6IR2jCx2SA,9,3.0,PA
I4Gbdz5RizunE-RF2w3zkA,8,3.5,NV
d-NDnFSfwUZ2wf4aDBic5Q,124,2.5,NV
